"filename", "language", "TypeScript", "Markdown", "JSON with Comments", "JSON", "Ignore", "JavaScript", "Shell Script", "YAML", "MDX", "TypeScript JSX", "PostCSS", "XML", "HTML", "Prisma", "Properties", "SQL", "PHP", "Environment Variables", "Docker", "Diff", "comment", "blank", "total"
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/__checks__/organization.spec.ts", "TypeScript", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 104
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/app.json", "JSON", 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/README.md", "Markdown", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 69
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/next-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 6
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/next.config.js", "JavaScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/package.json", "JSON", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/app/api/agent/route.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 56
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/app/api/onboard/route.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/app/api/receive/route.ts", "TypeScript", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 187
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/env.mjs", "JavaScript", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 48
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/createBooking.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 122
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/deleteBooking.ts", "TypeScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 12, 67
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/getAvailability.ts", "TypeScript", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 78
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/getBookings.ts", "TypeScript", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 76
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/getEventTypes.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 60
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/sendBookingEmail.ts", "TypeScript", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 125
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/tools/updateBooking.ts", "TypeScript", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11, 86
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/types/availability.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/types/booking.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/types/eventType.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 14
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/types/user.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/types/workingHours.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/agent.ts", "TypeScript", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 117
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/context.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/extractUsers.ts", "TypeScript", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 86
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/host.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/now.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/sendEmail.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 44
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/src/utils/verifyParseKey.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 14
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/ai/tsconfig.json", "JSON with Comments", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/.prettierignore", "Ignore", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/README.md", "Markdown", 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 226
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/constants.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/addRequestid.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 25
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/captureErrors.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 21
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/customPrisma.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 44
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/extendRequest.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/httpMethods.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 33
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/rateLimitApiKey.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 22
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/safeParseJSON.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/verifyApiKey.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 49
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/withMiddleware.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 52
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/helpers/withPagination.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/stmoerman/Developer/Business/Bakklog/cal.com/apps/api/lib/types.ts", "TypeScript", 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 19, 188
